	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
SE.20101009.GY.ALTFF002.BC.225.415346	0.623118	0.736104	0.742868	0.378519	0.625424	0.600469	0.628769	0.745772	0.61554	0.689095	0.0	0.610541	0.961549	0.645693	0.652712	0.898893	0.863493	0.966288	0.827108	0.700623	0.540377	0.737942	0.524132	0.352987	0.684706	0.810414	0.511805	0.740002	0.803591	0.824623	0.924852	0.772712	0.791099	0.766782	0.778359	0.620817	0.833186	0.608688	0.675023	0.849976	0.630316	0.635978	0.814613	0.675347	0.617052	0.882586	0.872843	0.814432	0.611174	0.446503	0.754482	0.631096	0.520961	1.116258	0.842183	0.546836	0.669506	0.662043	0.65403	0.739699
1204BCDNA.486523	0.644425	0.411099	0.376157	0.542612	0.671491	0.535282	0.520392	0.785377	0.297375	0.579248	0.610541	0.0	0.808976	0.701592	0.670877	0.71631	0.71092	0.811429	0.884163	0.75181	0.563368	0.641907	0.560939	0.514384	0.669209	0.657841	0.553644	0.801297	0.72187	0.880838	0.772279	0.690991	0.78107	0.824557	0.819806	0.658176	0.680613	0.639959	0.699928	0.909959	0.644751	0.684725	0.732892	0.727662	0.493219	0.724355	0.72027	0.804403	0.668383	0.58572	0.665197	0.678555	0.53989	1.379317	0.899238	0.554551	0.616213	0.653156	0.710245	0.586228
Zambon.Leftpalm.983763	0.977811	0.878161	0.777513	0.989824	0.992165	0.926216	0.923184	1.012395	0.867197	0.890682	0.961549	0.808976	0.0	1.036518	1.019047	0.385866	0.401248	0.711795	0.887299	1.009126	0.974204	0.695677	0.918013	0.886184	0.932757	0.399239	0.928106	1.038931	0.555202	0.845408	0.394333	0.496103	0.708948	1.054735	1.071016	0.9796	0.571811	0.909911	0.974666	0.872081	0.993981	0.934173	0.565948	1.008532	0.879885	0.302897	0.444514	0.618507	1.027377	0.869466	0.636459	0.936025	0.91788	1.650809	0.832304	0.968753	1.062385	0.919046	0.852207	0.665398
H55Kc.735962	0.611079	0.808455	0.817249	0.60325	0.147683	0.629292	0.701826	0.765077	0.652317	0.761776	0.645693	0.701592	1.036518	0.0	0.361547	0.963812	0.938462	1.057795	0.817407	0.680466	0.609708	0.706313	0.602889	0.699968	0.736989	0.885383	0.436966	0.719687	0.87856	0.814922	0.999821	0.847681	0.856018	0.728885	0.7972	0.720292	0.908155	0.672243	0.671724	0.924945	0.619153	0.596443	0.879532	0.70255	0.664417	0.913399	0.947812	0.879351	0.572389	0.624468	0.699913	0.542985	0.54368	1.339887	0.842532	0.396953	0.694135	0.769466	0.618693	0.810944
Myr.tri.Seat.4.03H10.653706	0.594628	0.783154	0.688416	0.590131	0.34996	0.637593	0.649861	0.787842	0.64059	0.666941	0.652712	0.670877	1.019047	0.361547	0.0	0.933307	0.920991	1.044896	0.647266	0.593797	0.610283	0.643084	0.5654	0.671391	0.664108	0.867912	0.486253	0.552282	0.861089	0.797451	0.98235	0.83021	0.685877	0.688966	0.602867	0.559169	0.890684	0.648252	0.564275	0.907474	0.62538	0.426302	0.862061	0.504241	0.692224	0.883268	0.930341	0.81155	0.57599	0.617159	0.701538	0.533722	0.556865	1.33736	0.817521	0.49483	0.517974	0.608343	0.608798	0.796561
10.8.12.rk.st.0800.1123130	0.902121	0.800185	0.699537	0.911848	0.919459	0.86356	0.833972	0.935519	0.789221	0.81152	0.898893	0.71631	0.385866	0.963812	0.933307	0.0	0.452578	0.609995	0.902435	0.933436	0.875268	0.682619	0.855357	0.808208	0.816629	0.459241	0.86545	0.968511	0.660982	0.9105	0.462159	0.556105	0.667608	0.973249	0.995326	0.91923	0.631141	0.828247	0.893002	0.925721	0.912317	0.863753	0.576782	0.932842	0.817229	0.389797	0.468396	0.705197	0.964721	0.809096	0.589953	0.883467	0.838718	1.588153	0.935848	0.890777	0.984409	0.858676	0.807581	0.609012
EM086.441698	0.879755	0.780105	0.679457	0.891768	0.894109	0.82816	0.825128	0.912053	0.769141	0.792626	0.863493	0.71092	0.401248	0.938462	0.920991	0.452578	0.0	0.594581	0.761029	0.908784	0.876148	0.722283	0.819957	0.788128	0.801915	0.360831	0.83005	0.940875	0.394096	0.728624	0.308931	0.412221	0.695736	0.956679	0.97296	0.879258	0.322233	0.809569	0.874324	0.712707	0.895925	0.833831	0.487018	0.90819	0.781829	0.436755	0.362324	0.524805	0.929321	0.77141	0.487417	0.835683	0.819824	1.552753	0.687262	0.870697	0.964329	0.82099	0.737613	0.599982
C.3037.01.S1.405123	0.989408	0.880614	0.784538	0.994563	1.027694	0.928669	0.946747	1.023992	0.86965	0.895421	0.966288	0.811429	0.711795	1.057795	1.044896	0.609995	0.594581	0.0	1.09473	1.020723	0.976657	0.91386	0.925038	0.888637	0.977374	0.71736	0.935131	1.06478	0.811317	1.091405	0.488806	0.780826	0.909137	1.09255	1.082613	0.991197	0.729092	0.921508	0.986263	1.070146	1.005578	0.988526	0.824517	1.020129	0.882338	0.643454	0.535967	0.876284	1.032116	0.881063	0.75224	1.013814	0.920333	1.653262	1.109805	0.971206	1.071696	0.930643	0.920812	0.752091
NA.15.T0.830848	0.76623	0.953348	0.80783	0.781815	0.773894	0.859699	0.692365	0.813944	0.871532	0.814413	0.827108	0.884163	0.887299	0.817407	0.647266	0.902435	0.761029	1.09473	0.0	0.669439	0.826471	0.893306	0.757396	0.852959	0.712922	0.72588	0.693685	0.661378	0.694849	0.613129	0.848328	0.682744	0.569851	0.760662	0.697077	0.666043	0.73764	0.742182	0.575641	0.749274	0.7824	0.543326	0.704669	0.554313	0.88422	0.880172	0.808151	0.633166	0.764038	0.717513	0.680694	0.690724	0.775025	1.442588	0.554011	0.760532	0.68881	0.631889	0.605968	0.922247
soil1.T3U1.536591	0.566967	0.821827	0.694089	0.70887	0.700775	0.748026	0.718954	0.673125	0.740011	0.695644	0.700623	0.75181	1.009126	0.680466	0.593797	0.933436	0.908784	1.020723	0.669439	0.0	0.692288	0.835049	0.630911	0.721438	0.642567	0.853419	0.609512	0.638679	0.84431	0.788436	0.972429	0.813431	0.714112	0.719547	0.642268	0.595586	0.876191	0.487945	0.481656	0.888409	0.527617	0.541047	0.855332	0.506378	0.771715	0.935211	0.92042	0.798085	0.651031	0.569448	0.819013	0.629521	0.640842	1.338287	0.794772	0.626349	0.619431	0.629182	0.617843	0.856108
SSBE21Aug08.618423	0.574399	0.716435	0.720189	0.557366	0.579607	0.598496	0.610808	0.691091	0.579169	0.596536	0.540377	0.563368	0.974204	0.609708	0.610283	0.875268	0.876148	0.976657	0.826471	0.692288	0.0	0.708533	0.263149	0.588978	0.661265	0.823069	0.459416	0.743605	0.816246	0.823146	0.937507	0.785367	0.804594	0.773147	0.750612	0.51242	0.845841	0.517869	0.630734	0.862631	0.571783	0.641895	0.827268	0.665626	0.491481	0.898003	0.885498	0.827927	0.308377	0.550556	0.771795	0.629175	0.394018	1.325519	0.841546	0.378547	0.567877	0.667956	0.652553	0.689566
Turkey.Stool.983766	0.81243	0.772096	0.719908	0.744989	0.677052	0.689761	0.745273	0.91647	0.645324	0.698007	0.737942	0.641907	0.695677	0.706313	0.643084	0.682619	0.722283	0.91386	0.893306	0.835049	0.708533	0.0	0.604178	0.700479	0.754974	0.63204	0.613243	0.859792	0.717961	0.899761	0.811432	0.594338	0.517203	0.888304	0.914345	0.724539	0.780954	0.795688	0.812867	0.962646	0.817608	0.734082	0.633845	0.818031	0.63323	0.64701	0.784469	0.726822	0.706086	0.730039	0.568826	0.73158	0.694801	1.51901	0.955119	0.677822	0.776452	0.737653	0.81896	0.656275
TBH12Aug08.618303	0.590326	0.699316	0.649494	0.557309	0.58262	0.554549	0.611537	0.705908	0.573592	0.587181	0.524132	0.560939	0.918013	0.602889	0.5654	0.855357	0.819957	0.925038	0.757396	0.630911	0.263149	0.604178	0.0	0.576487	0.613976	0.766878	0.407407	0.67453	0.760055	0.803075	0.881316	0.729176	0.699399	0.709082	0.712887	0.464397	0.78965	0.585126	0.605311	0.832196	0.593684	0.57282	0.771077	0.611751	0.450736	0.841812	0.829307	0.723572	0.258864	0.520705	0.715604	0.599884	0.444179	1.32253	0.813095	0.439558	0.545512	0.555075	0.632482	0.633375
P.Dois.Rios.SB.414865	0.638945	0.585521	0.613495	0.441164	0.669867	0.567428	0.511714	0.755359	0.476861	0.608854	0.352987	0.514384	0.886184	0.699968	0.671391	0.808208	0.788128	0.888637	0.852959	0.721438	0.588978	0.700479	0.576487	0.0	0.661973	0.735049	0.577304	0.771795	0.728226	0.849634	0.849487	0.697347	0.74233	0.791593	0.784362	0.671054	0.757821	0.623683	0.690018	0.874987	0.669697	0.659923	0.739248	0.720844	0.578067	0.806181	0.797478	0.765663	0.682749	0.507136	0.677211	0.675565	0.551118	1.225927	0.868034	0.593531	0.652121	0.645136	0.679041	0.68872
H60Do.735986	0.59691	0.753396	0.67262	0.648387	0.73462	0.725271	0.618297	0.699382	0.647232	0.516747	0.684706	0.669209	0.932757	0.736989	0.664108	0.816629	0.801915	0.977374	0.712922	0.642567	0.661265	0.754974	0.613976	0.661973	0.0	0.79669	0.590171	0.736232	0.774799	0.807015	0.878	0.758988	0.709857	0.772604	0.748469	0.673503	0.769276	0.555262	0.550829	0.80573	0.548154	0.653574	0.797167	0.643759	0.749792	0.888492	0.841059	0.74241	0.70441	0.566947	0.708954	0.678302	0.587301	1.4085	0.806251	0.661788	0.626662	0.679465	0.680876	0.827353
SPM1x040108.142616	0.826676	0.727026	0.691744	0.838689	0.84103	0.775081	0.772049	0.856688	0.716062	0.739547	0.810414	0.657841	0.399239	0.885383	0.867912	0.459241	0.360831	0.71736	0.72588	0.853419	0.823069	0.63204	0.766878	0.735049	0.79669	0.0	0.776971	0.887796	0.384745	0.598703	0.466288	0.174904	0.603207	0.9036	0.919881	0.823893	0.38276	0.754204	0.818959	0.663402	0.842846	0.778466	0.385101	0.852825	0.72875	0.400118	0.431745	0.456472	0.876242	0.718331	0.491088	0.780318	0.766745	1.499674	0.655499	0.817618	0.91125	0.767911	0.667996	0.609287
L08A095.799873	0.579001	0.685791	0.631755	0.438802	0.408605	0.508766	0.573588	0.671671	0.527621	0.572868	0.511805	0.553644	0.928106	0.436966	0.486253	0.86545	0.83005	0.935131	0.693685	0.609512	0.459416	0.613243	0.407407	0.577304	0.590171	0.776971	0.0	0.642835	0.770148	0.781926	0.891409	0.739269	0.698946	0.635585	0.681192	0.513156	0.799743	0.569285	0.547688	0.816533	0.581527	0.519351	0.78117	0.529974	0.524023	0.843485	0.8394	0.730659	0.457239	0.509122	0.708857	0.531639	0.409008	1.286759	0.75993	0.282929	0.552843	0.541352	0.611333	0.701584
F31Forr.140586	0.689314	0.759888	0.746816	0.762911	0.693978	0.607971	0.739043	0.823046	0.794608	0.745933	0.740002	0.801297	1.038931	0.719687	0.552282	0.968511	0.940875	1.06478	0.661378	0.638679	0.743605	0.859792	0.67453	0.771795	0.736232	0.887796	0.642835	0.0	0.880973	0.817335	1.002234	0.850094	0.699989	0.315104	0.163251	0.617019	0.910568	0.702286	0.625999	0.927358	0.700374	0.502744	0.881945	0.572767	0.801354	0.965016	0.950225	0.828214	0.6819	0.649283	0.848426	0.66298	0.664145	1.344464	0.837405	0.677666	0.612016	0.552265	0.625946	0.855895
B.2004.01.S1.405609	0.819853	0.791055	0.755773	0.831866	0.834207	0.768258	0.765226	0.847579	0.709239	0.732724	0.803591	0.72187	0.555202	0.87856	0.861089	0.660982	0.394096	0.811317	0.694849	0.84431	0.816246	0.717961	0.760055	0.728226	0.774799	0.384745	0.770148	0.880973	0.0	0.556912	0.473033	0.336285	0.659052	0.896777	0.913058	0.81707	0.305689	0.747381	0.80985	0.572105	0.836023	0.769357	0.45792	0.843716	0.721927	0.629041	0.484024	0.479047	0.869419	0.711508	0.516099	0.773495	0.759922	1.492851	0.49964	0.810795	0.904427	0.761088	0.644635	0.718912
PM8x30308.142380	0.766265	0.950023	0.914741	0.84913	0.770569	0.856374	0.843292	0.864415	0.868207	0.865478	0.824623	0.880838	0.845408	0.814922	0.797451	0.9105	0.728624	1.091405	0.613129	0.788436	0.823146	0.899761	0.803075	0.849634	0.807015	0.598703	0.781926	0.817335	0.556912	0.0	0.814121	0.500099	0.719026	0.808507	0.85947	0.82397	0.604327	0.754281	0.756262	0.453879	0.782435	0.705719	0.67284	0.787842	0.880895	0.870909	0.778366	0.537853	0.815831	0.728772	0.684033	0.719907	0.7717	1.439263	0.399652	0.757207	0.850839	0.83884	0.531383	0.918922
TS152.2.299097	0.941114	0.841464	0.740816	0.953127	0.955468	0.889519	0.886487	0.975698	0.8305	0.853985	0.924852	0.772279	0.394333	0.999821	0.98235	0.462159	0.308931	0.488806	0.848328	0.972429	0.937507	0.811432	0.881316	0.849487	0.878	0.466288	0.891409	1.002234	0.473033	0.814121	0.0	0.529754	0.759381	1.018038	1.034319	0.942903	0.415812	0.873214	0.937969	0.70197	0.957284	0.897476	0.601005	0.971835	0.843188	0.461148	0.278669	0.621686	0.99068	0.832769	0.553238	0.899328	0.881183	1.614112	0.724185	0.932056	1.025688	0.882349	0.81551	0.672053
SPM1x030408.142594	0.788974	0.760176	0.724894	0.800987	0.803328	0.737379	0.734347	0.8167	0.67836	0.701845	0.772712	0.690991	0.496103	0.847681	0.83021	0.556105	0.412221	0.780826	0.682744	0.813431	0.785367	0.594338	0.729176	0.697347	0.758988	0.174904	0.739269	0.850094	0.336285	0.500099	0.529754	0.0	0.563219	0.865898	0.882179	0.786191	0.431594	0.716502	0.778971	0.54698	0.805144	0.738478	0.330861	0.812837	0.691048	0.496982	0.475181	0.412308	0.83854	0.680629	0.478158	0.742616	0.729043	1.461972	0.539023	0.779916	0.873548	0.730209	0.613756	0.666609
S00305.543918	0.804841	0.850255	0.702681	0.811834	0.802455	0.756606	0.726764	0.825027	0.768439	0.72717	0.791099	0.78107	0.708948	0.856018	0.685877	0.667608	0.695736	0.909137	0.569851	0.714112	0.804594	0.517203	0.699399	0.74233	0.709857	0.603207	0.698946	0.699989	0.659052	0.719026	0.759381	0.563219	0.0	0.768227	0.691622	0.612762	0.718723	0.724829	0.699204	0.817139	0.821011	0.517771	0.505952	0.622546	0.781127	0.726703	0.732418	0.499421	0.801621	0.688956	0.518485	0.752327	0.74827	1.481199	0.809612	0.799143	0.724863	0.596564	0.643303	0.77081
must.18.1128116	0.721882	0.773824	0.816418	0.772677	0.677126	0.617737	0.785995	0.854782	0.804374	0.783061	0.766782	0.824557	1.054735	0.728885	0.688966	0.973249	0.956679	1.09255	0.760662	0.719547	0.773147	0.888304	0.709082	0.791593	0.772604	0.9036	0.635585	0.315104	0.896777	0.808507	1.018038	0.865898	0.768227	0.0	0.385709	0.749345	0.926372	0.734022	0.692595	0.943162	0.738052	0.627318	0.798399	0.713601	0.830896	0.970114	0.966029	0.76806	0.714662	0.679123	0.796496	0.684406	0.721701	1.353372	0.853209	0.673814	0.74967	0.684591	0.652496	0.893415
F32Hair.140769	0.687829	0.772455	0.761327	0.775478	0.767939	0.640386	0.793972	0.824719	0.807175	0.747656	0.778359	0.819806	1.071016	0.7972	0.602867	0.995326	0.97296	1.082613	0.697077	0.642268	0.750612	0.914345	0.712887	0.784362	0.748469	0.919881	0.681192	0.163251	0.913058	0.85947	1.034319	0.882179	0.691622	0.385709	0.0	0.607212	0.942653	0.685387	0.60156	0.959443	0.703999	0.516333	0.92408	0.535762	0.839711	1.011683	0.98231	0.872293	0.722201	0.680858	0.905143	0.732687	0.706324	1.376879	0.86949	0.677193	0.632469	0.582242	0.688877	0.936614
CBE09Aug07.617917	0.657731	0.786025	0.668997	0.66217	0.691031	0.677794	0.686836	0.701111	0.689627	0.64122	0.620817	0.658176	0.9796	0.720292	0.559169	0.91923	0.879258	0.991197	0.666043	0.595586	0.51242	0.724539	0.464397	0.671054	0.673503	0.823893	0.513156	0.617019	0.81707	0.82397	0.942903	0.786191	0.612762	0.749345	0.607212	0.0	0.846665	0.570393	0.586534	0.863455	0.661089	0.450063	0.828092	0.441442	0.632193	0.905685	0.890894	0.780587	0.559209	0.578028	0.774905	0.630983	0.575294	1.365079	0.83399	0.565719	0.501159	0.475668	0.653377	0.714636
TS1.2.299121	0.849448	0.749798	0.714516	0.861461	0.863802	0.797853	0.794821	0.87946	0.738834	0.762319	0.833186	0.680613	0.571811	0.908155	0.890684	0.631141	0.322233	0.729092	0.73764	0.876191	0.845841	0.780954	0.78965	0.757821	0.769276	0.38276	0.799743	0.910568	0.305689	0.604327	0.415812	0.431594	0.718723	0.926372	0.942653	0.846665	0.0	0.776976	0.841731	0.619094	0.865618	0.801238	0.559915	0.875597	0.751522	0.637234	0.422771	0.56307	0.899014	0.741103	0.54321	0.80309	0.789517	1.522446	0.583117	0.84039	0.934022	0.790683	0.690768	0.686123
HI.20.35e.2.281673	0.48099	0.715118	0.670616	0.608403	0.669874	0.656637	0.612233	0.539068	0.633302	0.567543	0.608688	0.639959	0.909911	0.672243	0.648252	0.828247	0.809569	0.921508	0.742182	0.487945	0.517869	0.795688	0.585126	0.623683	0.555262	0.754204	0.569285	0.702286	0.747381	0.754281	0.873214	0.716502	0.724829	0.734022	0.685387	0.570393	0.776976	0.0	0.438567	0.793766	0.471772	0.610662	0.758403	0.586515	0.681158	0.850578	0.821205	0.750682	0.668202	0.410833	0.73438	0.614532	0.531265	1.309972	0.760617	0.568746	0.666362	0.625561	0.583688	0.765551
FL.3.26a.1.281867	0.329553	0.770559	0.653043	0.639078	0.669355	0.716606	0.5906	0.556431	0.673423	0.618522	0.675023	0.699928	0.974666	0.671724	0.564275	0.893002	0.874324	0.986263	0.575641	0.481656	0.630734	0.812867	0.605311	0.690018	0.550829	0.818959	0.547688	0.625999	0.80985	0.756262	0.937969	0.778971	0.699204	0.692595	0.60156	0.586534	0.841731	0.438567	0.0	0.856235	0.395813	0.519763	0.820872	0.424906	0.741127	0.915333	0.88596	0.770361	0.624893	0.559554	0.799135	0.613823	0.591234	1.314239	0.724226	0.559355	0.565441	0.57491	0.585669	0.82552
