	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
10.8.12.rk.st.0800.1123130	0.974825	0.860446	0.826171	1.044367	1.079085	1.031622	0.97422	1.005522	0.932318	0.845047	0.927939	0.908284	0.362671	0.943617	1.011457	0.0	0.475702	0.772723	0.685523	0.94617	1.032851	0.879134	0.982288	0.968319	0.695252	0.647952	0.981745	1.070578	0.556701	0.730275	0.783157	0.466278	0.88033	1.06141	1.09236	1.019799	0.868976	0.935935	0.904873	0.803422	0.945766	1.051442	0.769143	0.94176	0.834196	0.492687	0.575912	0.791256	1.039702	0.897587	0.760599	0.968282	0.967388	1.590383	0.819795	0.978998	1.066876	0.840624	0.867244	0.71882
EM086.441698	0.840191	0.710492	0.676217	0.894413	0.927945	0.881668	0.824266	0.870888	0.781178	0.689119	0.777985	0.74364	0.549351	0.793663	0.861503	0.475702	0.0	0.634557	0.561057	0.796216	0.861937	0.79	0.832334	0.818365	0.526632	0.543782	0.831791	0.943316	0.425395	0.571759	0.590719	0.471488	0.79477	0.934148	0.965098	0.885165	0.77857	0.785981	0.738537	0.716548	0.795812	0.916808	0.674609	0.791806	0.699562	0.473171	0.386588	0.646746	0.905068	0.762953	0.577313	0.833648	0.817434	1.455749	0.698047	0.829044	0.916922	0.70599	0.744152	0.715714
C.3037.01.S1.405123	0.948566	0.825043	0.793054	1.013536	1.045968	0.996219	0.943389	0.979263	0.899201	0.809644	0.899394	0.872881	0.683866	0.974366	1.013702	0.772723	0.634557	0.0	0.890208	0.934163	1.00202	1.036323	0.951457	0.939774	0.756861	0.839229	0.9532	1.058571	0.734098	0.871002	0.871292	0.793257	0.948611	1.026007	1.066101	0.99354	1.085321	0.923928	0.929352	0.994981	0.933759	1.039435	0.962506	0.915501	0.801079	0.788214	0.708511	0.900821	1.004299	0.866756	0.848406	1.008215	0.931985	1.55498	0.97629	0.943595	1.040617	0.814365	0.897993	0.590785
NA.15.T0.830848	0.707024	0.755299	0.665906	0.802006	0.751488	0.772357	0.688915	0.760367	0.643219	0.713224	0.685578	0.777509	0.76658	0.671138	0.670576	0.685523	0.561057	0.890208	0.0	0.653669	0.731888	0.580729	0.724847	0.706534	0.609047	0.434741	0.696594	0.833807	0.525618	0.451394	0.541448	0.543213	0.652779	0.879757	0.853689	0.71655	0.659207	0.738698	0.604628	0.594979	0.657331	0.729473	0.493422	0.693775	0.665351	0.664062	0.499957	0.582909	0.786903	0.659844	0.477576	0.676909	0.735885	1.356402	0.565384	0.745017	0.760913	0.707911	0.675107	0.856829
soil1.T3U1.536591	0.389079	0.725334	0.635439	0.583547	0.663355	0.651758	0.527522	0.416964	0.599882	0.645265	0.542709	0.773172	0.960927	0.598401	0.557593	0.94617	0.796216	0.934163	0.653669	0.0	0.548293	0.689848	0.591344	0.544623	0.706874	0.70225	0.473943	0.67929	0.764507	0.665393	0.773655	0.827378	0.61009	0.762916	0.697378	0.538173	0.789952	0.517983	0.438175	0.77369	0.421576	0.60247	0.708701	0.403948	0.644654	0.852699	0.78724	0.673032	0.679686	0.554335	0.713103	0.624666	0.597098	1.252199	0.644267	0.602798	0.606252	0.559868	0.574514	0.86846
SSBE21Aug08.618423	0.553774	0.737131	0.636908	0.601278	0.560806	0.522089	0.511439	0.621977	0.576343	0.60448	0.44147	0.742201	1.045322	0.553828	0.563482	1.032851	0.861937	1.00202	0.731888	0.548293	0.0	0.733447	0.340083	0.472986	0.809353	0.795789	0.562012	0.714689	0.85576	0.761756	0.867194	0.918631	0.741851	0.805753	0.734729	0.295914	0.823003	0.547126	0.519988	0.867229	0.468897	0.668325	0.81229	0.499415	0.567197	0.951706	0.878493	0.800837	0.350021	0.541658	0.799824	0.641139	0.453429	1.219966	0.799952	0.510069	0.502265	0.683641	0.635675	0.885451
Turkey.Stool.983766	0.736711	0.802832	0.685317	0.751067	0.610709	0.746702	0.645662	0.789222	0.685632	0.804435	0.647687	0.842976	0.908143	0.533701	0.529101	0.879134	0.79	1.036323	0.580729	0.689848	0.733447	0.0	0.726406	0.692205	0.772106	0.670688	0.678593	0.791556	0.745257	0.675305	0.736783	0.770596	0.519404	0.897986	0.878374	0.718109	0.816634	0.732133	0.651733	0.748758	0.68029	0.720824	0.611045	0.703202	0.735808	0.835905	0.772376	0.600556	0.788462	0.671005	0.499175	0.692502	0.716148	1.370829	0.711015	0.694078	0.774598	0.805332	0.698114	0.994948
TBH12Aug08.618303	0.575037	0.676478	0.625339	0.589481	0.521001	0.436848	0.539074	0.640696	0.58128	0.552887	0.402783	0.709784	0.994759	0.508425	0.555109	0.982288	0.832334	0.951457	0.724847	0.591344	0.340083	0.726406	0.0	0.488077	0.757146	0.745226	0.586309	0.71899	0.805197	0.711193	0.816631	0.868068	0.746152	0.75519	0.73903	0.384317	0.77244	0.470817	0.491341	0.816666	0.454002	0.668824	0.761727	0.546774	0.552438	0.940699	0.82793	0.805138	0.304918	0.526437	0.745459	0.605538	0.369422	1.163505	0.796485	0.412882	0.494204	0.714798	0.585112	0.834888
P.Dois.Rios.SB.414865	0.509012	0.664363	0.59821	0.578774	0.558732	0.540203	0.478303	0.576979	0.549141	0.623446	0.33744	0.710351	0.98079	0.516418	0.496246	0.968319	0.818365	0.939774	0.706534	0.544623	0.472986	0.692205	0.488077	0.0	0.771291	0.731257	0.530482	0.654935	0.791228	0.726282	0.802662	0.854099	0.682097	0.747677	0.674975	0.51457	0.758471	0.492988	0.523966	0.802697	0.430179	0.603913	0.747758	0.504389	0.629315	0.915506	0.813961	0.741083	0.574125	0.368242	0.730634	0.552771	0.475647	1.157232	0.763752	0.475821	0.538727	0.665859	0.571143	0.881321
H60Do.735986	0.747121	0.611476	0.634629	0.843099	0.846751	0.75158	0.777192	0.81492	0.732654	0.563613	0.721919	0.716396	0.672105	0.778219	0.816715	0.695252	0.526632	0.756861	0.609047	0.706874	0.809353	0.772106	0.757146	0.771291	0.0	0.596694	0.703463	0.834812	0.530643	0.650509	0.743463	0.493632	0.80878	0.824198	0.863538	0.815093	0.85668	0.737695	0.644071	0.725564	0.70766	0.87619	0.745211	0.708126	0.632388	0.611789	0.49028	0.629946	0.820364	0.713351	0.602125	0.804982	0.765258	1.405275	0.712283	0.78281	0.846548	0.676914	0.759002	0.747256
SPM1x040108.142616	0.728619	0.765088	0.730813	0.807305	0.842023	0.79456	0.737158	0.759316	0.695256	0.728961	0.690877	0.812926	0.677675	0.706555	0.772109	0.647952	0.543782	0.839229	0.434741	0.70225	0.795789	0.670688	0.745226	0.731257	0.596694	0.0	0.744683	0.833516	0.443687	0.362571	0.403493	0.354114	0.634838	0.824348	0.84844	0.780451	0.439334	0.698873	0.665677	0.37642	0.704132	0.805236	0.377141	0.704698	0.738838	0.544701	0.396148	0.51316	0.80264	0.660525	0.490775	0.724362	0.730326	1.353321	0.396113	0.741936	0.829814	0.722252	0.56403	0.861854
L08A095.799873	0.544128	0.581377	0.54582	0.542046	0.568918	0.525965	0.468517	0.591785	0.509961	0.648642	0.488154	0.703303	0.994216	0.542226	0.568216	0.981745	0.831791	0.9532	0.696594	0.473943	0.562012	0.678593	0.586309	0.530482	0.703463	0.744683	0.0	0.654685	0.804654	0.739708	0.816088	0.867525	0.696835	0.700653	0.670555	0.567056	0.842321	0.603202	0.51047	0.826059	0.549083	0.668119	0.77112	0.470315	0.623123	0.9006	0.827387	0.745885	0.674073	0.536826	0.731878	0.623745	0.581911	1.235586	0.758782	0.491765	0.601043	0.573925	0.654993	0.894747
F31Forr.140586	0.653607	0.7657	0.789051	0.822237	0.761847	0.711736	0.738238	0.696862	0.749324	0.830259	0.656261	0.930074	1.085335	0.671749	0.604701	1.070578	0.943316	1.058571	0.833807	0.67929	0.714689	0.791556	0.71899	0.654935	0.834812	0.833516	0.654685	0.0	0.893487	0.815813	0.904921	0.956358	0.615632	0.377456	0.374472	0.617859	0.86073	0.661747	0.711655	0.904956	0.589246	0.572972	0.815335	0.674292	0.774638	1.021449	0.91622	0.674092	0.778084	0.697601	0.821481	0.745974	0.70577	1.303325	0.850865	0.71738	0.635748	0.718044	0.663352	1.044026
B.2004.01.S1.405609	0.793162	0.683355	0.64908	0.867276	0.901994	0.854531	0.797129	0.823859	0.755227	0.667956	0.750848	0.731193	0.626558	0.766526	0.83208	0.556701	0.425395	0.734098	0.525618	0.764507	0.85576	0.745257	0.805197	0.791228	0.530643	0.443687	0.804654	0.893487	0.0	0.478294	0.541952	0.399447	0.721947	0.884319	0.910697	0.840422	0.656367	0.758844	0.725648	0.557893	0.764103	0.869779	0.553452	0.764669	0.657105	0.529008	0.317045	0.612529	0.862611	0.720496	0.536668	0.782921	0.790297	1.413292	0.567336	0.801907	0.889785	0.661247	0.657077	0.780737
PM8x30308.142380	0.725098	0.760113	0.725838	0.80233	0.837048	0.764301	0.732183	0.756627	0.690281	0.694928	0.685902	0.807951	0.802682	0.666898	0.757084	0.730275	0.571759	0.871002	0.451394	0.665393	0.761756	0.675305	0.711193	0.726282	0.650509	0.362571	0.739708	0.815813	0.478294	0.0	0.42225	0.519447	0.679555	0.841327	0.865419	0.746418	0.557663	0.69843	0.63096	0.515991	0.659365	0.792497	0.447948	0.693781	0.708579	0.64501	0.487557	0.585269	0.768607	0.65555	0.436644	0.713445	0.719409	1.348346	0.478602	0.736961	0.799555	0.717277	0.591667	0.840681
TS152.2.299097	0.800024	0.836493	0.802218	0.87871	0.913428	0.865965	0.808563	0.830721	0.766661	0.800366	0.762282	0.884331	0.766642	0.77796	0.843514	0.783157	0.590719	0.871292	0.541448	0.773655	0.867194	0.736783	0.816631	0.802662	0.743463	0.403493	0.816088	0.904921	0.541952	0.42225	0.0	0.538113	0.762207	0.895753	0.919845	0.851856	0.438717	0.770278	0.727914	0.457297	0.775537	0.876641	0.503656	0.776103	0.810243	0.730584	0.498571	0.682609	0.874045	0.73193	0.52581	0.795767	0.801731	1.424726	0.521302	0.813341	0.901219	0.793657	0.635435	0.965899
SPM1x030408.142594	0.856033	0.746226	0.711951	0.930147	0.964865	0.917402	0.86	0.88673	0.818098	0.730827	0.813719	0.794064	0.483363	0.829397	0.894951	0.466278	0.471488	0.793257	0.543213	0.827378	0.918631	0.770596	0.868068	0.854099	0.493632	0.354114	0.867525	0.956358	0.399447	0.519447	0.538113	0.0	0.747286	0.94719	0.973568	0.903293	0.635494	0.821715	0.784411	0.547034	0.826974	0.93265	0.543777	0.82754	0.719976	0.430067	0.319076	0.61811	0.925482	0.783367	0.600965	0.84949	0.853168	1.476163	0.490063	0.864778	0.952656	0.724118	0.719948	0.794648
S00305.543918	0.646565	0.838546	0.748651	0.793151	0.785053	0.797166	0.694548	0.675714	0.713094	0.792055	0.683423	0.886384	0.909339	0.626005	0.601105	0.88033	0.79477	0.948611	0.652779	0.61009	0.741851	0.519404	0.746152	0.682097	0.80878	0.634838	0.696835	0.615632	0.721947	0.679555	0.762207	0.747286	0.0	0.826954	0.641262	0.601729	0.794434	0.688909	0.674159	0.726558	0.595116	0.588008	0.580353	0.635956	0.75985	0.844545	0.74468	0.411638	0.805246	0.653911	0.583355	0.716884	0.732932	1.355927	0.672467	0.744542	0.60994	0.603054	0.556856	0.959484
must.18.1128116	0.777319	0.719652	0.808369	0.817199	0.845531	0.737514	0.737808	0.812186	0.764472	0.803181	0.707297	0.884026	1.073881	0.786439	0.829945	1.06141	0.934148	1.026007	0.879757	0.762916	0.805753	0.897986	0.75519	0.747677	0.824198	0.824348	0.700653	0.377456	0.884319	0.841327	0.895753	0.94719	0.826954	0.0	0.654506	0.809783	0.922414	0.736001	0.745595	0.895788	0.754172	0.868188	0.840849	0.731744	0.791274	1.020661	0.907052	0.88594	0.803862	0.661175	0.872291	0.832798	0.731548	1.320623	0.877287	0.743158	0.85269	0.829422	0.735086	1.011462
F32Hair.140769	0.628299	0.78574	0.815555	0.842277	0.785061	0.731776	0.758278	0.686634	0.779998	0.850299	0.676301	0.950114	1.107117	0.759047	0.642587	1.09236	0.965098	1.066101	0.853689	0.697378	0.734729	0.878374	0.73903	0.674975	0.863538	0.84844	0.670555	0.374472	0.910697	0.865419	0.919845	0.973568	0.641262	0.654506	0.0	0.586227	0.875654	0.706089	0.741777	0.91988	0.611456	0.253226	0.864941	0.689322	0.790508	1.040945	0.93343	0.700248	0.798124	0.717641	0.898669	0.752518	0.72581	1.336085	0.884619	0.73742	0.615514	0.666744	0.688326	1.051556
CBE09Aug07.617917	0.456144	0.748141	0.643748	0.61379	0.598672	0.574089	0.532831	0.553191	0.622773	0.645342	0.481946	0.790593	1.034556	0.582958	0.475516	1.019799	0.885165	0.99354	0.71655	0.538173	0.295914	0.718109	0.384317	0.51457	0.815093	0.780451	0.567056	0.617859	0.840422	0.746418	0.851856	0.903293	0.601729	0.809783	0.586227	0.0	0.807665	0.588328	0.536736	0.851891	0.421231	0.519823	0.796952	0.519021	0.541785	0.926328	0.863155	0.660715	0.405875	0.58139	0.784486	0.609041	0.505429	1.223996	0.774574	0.546749	0.406611	0.508325	0.620337	0.876971
TS1.2.299121	0.755833	0.934006	0.899731	0.895007	0.869237	0.821774	0.835224	0.796466	0.864174	0.882029	0.718091	0.981844	0.869123	0.733769	0.799323	0.868976	0.77857	1.085321	0.659207	0.789952	0.823003	0.816634	0.77244	0.758471	0.85668	0.439334	0.842321	0.86073	0.656367	0.557663	0.438717	0.635494	0.794434	0.922414	0.875654	0.807665	0.0	0.726087	0.753379	0.39719	0.731346	0.83245	0.506849	0.7924	0.907756	0.835011	0.662194	0.764942	0.829854	0.758591	0.693155	0.751576	0.75754	1.380535	0.521097	0.76915	0.857028	0.89117	0.558168	1.079116
HI.20.35e.2.281673	0.550908	0.698257	0.65994	0.64762	0.627218	0.556219	0.563645	0.600555	0.562611	0.576318	0.431232	0.700969	0.950692	0.496164	0.55793	0.935935	0.785981	0.923928	0.738698	0.517983	0.547126	0.732133	0.470817	0.492988	0.737695	0.698873	0.603202	0.661747	0.758844	0.69843	0.770278	0.821715	0.688909	0.736001	0.706089	0.588328	0.726087	0.0	0.40334	0.770313	0.399799	0.642481	0.705324	0.413647	0.687813	0.894346	0.781577	0.747895	0.603995	0.522692	0.722022	0.611835	0.483297	1.179378	0.740082	0.519099	0.569105	0.718001	0.526643	0.894639
FL.3.26a.1.281867	0.5022	0.678687	0.605976	0.62118	0.640498	0.574439	0.516437	0.577221	0.530723	0.519294	0.492374	0.683985	0.91963	0.553688	0.57657	0.904873	0.738537	0.929352	0.604628	0.438175	0.519988	0.651733	0.491341	0.523966	0.644071	0.665677	0.51047	0.711655	0.725648	0.63096	0.727914	0.784411	0.674159	0.745595	0.741777	0.536736	0.753379	0.40334	0.0	0.737117	0.369689	0.661121	0.684312	0.290739	0.590835	0.85361	0.750515	0.695039	0.589383	0.518358	0.671846	0.627289	0.514917	1.220296	0.709396	0.562603	0.531817	0.637359	0.604671	0.811415
